Contrast,Dissimilarity,Energy,ASM,Correlation,Deepfake
[103.74874038],[5.13017192],[0.02755474],[0.00076609],[0.97603598],0
[44.55549241],[2.68799225],[0.08018607],[0.00645836],[0.98909741],0
[79.20823335],[4.42733598],[0.03015849],[0.00091788],[0.97793485],0
[83.88711461],[4.51457717],[0.03227935],[0.00105148],[0.97829636],0
[44.48705372],[2.72925454],[0.07783363],[0.00608387],[0.99157139],0
[76.91772838],[4.05684527],[0.03839728],[0.00148424],[0.97628194],0
[69.65555226],[4.41818091],[0.02991971],[0.00090301],[0.97723459],0
[80.38738392],[4.26871568],[0.03144974],[0.00099655],[0.97794388],0
[61.18546393],[4.97437336],[0.02777648],[0.00077774],[0.98518858],0
[56.21831951],[4.78391782],[0.02744972],[0.00075905],[0.98694364],0
[61.58262025],[4.97012296],[0.02655468],[0.00070989],[0.98676368],0
[58.01480871],[4.90236954],[0.02491658],[0.00062475],[0.98644121],0
[35.31344587],[2.93371448],[0.0966657],[0.00935629],[0.99139802],0
[89.75316673],[5.75753144],[0.02850895],[0.00081753],[0.9838199],0
[67.11305153],[5.1056757],[0.02488775],[0.00062512],[0.98626864],0
[66.3947985],[5.22475105],[0.02401198],[0.00058056],[0.98504901],0
[81.66942793],[5.5437205],[0.02211292],[0.00049294],[0.98211813],0
[71.45982925],[5.39406237],[0.02679993],[0.00072292],[0.98255956],0
[82.36109514],[5.62175141],[0.02514222],[0.00063617],[0.98470402],0
[97.82023524],[6.13903818],[0.02244624],[0.00051006],[0.98315365],0
[96.88551229],[6.03569839],[0.02256538],[0.00051673],[0.98164199],0
[68.77442224],[5.03068861],[0.02257472],[0.00051404],[0.98421042],0
[74.87325843],[5.18737721],[0.02358218],[0.00056057],[0.983889],0
[37.78061256],[3.04794014],[0.14310546],[0.02048539],[0.99337103],0
[55.00597986],[4.6078279],[0.02645333],[0.00070447],[0.98900138],0
[62.87814869],[4.95644758],[0.02736089],[0.00075337],[0.98679607],0
[82.19069906],[5.5246591],[0.02692453],[0.00073114],[0.98527762],0
[67.97633884],[4.96597707],[0.0310258],[0.00096668],[0.9875452],0
[73.16901222],[5.23191716],[0.02364274],[0.00056397],[0.98862913],0
[90.4113661],[5.89223785],[0.02458062],[0.00061],[0.98670184],0
[128.21231095],[6.74844661],[0.02245108],[0.00051292],[0.97946541],0
[75.66855884],[4.94406293],[0.02772743],[0.0007748],[0.98370579],0
[102.82195853],[6.23878391],[0.02092716],[0.00044156],[0.98189501],0
[95.82751674],[6.15111767],[0.02341599],[0.00055247],[0.98189017],0
[41.6869615],[3.19643395],[0.07529359],[0.0056829],[0.9927281],0
[57.66763574],[4.74028899],[0.02668332],[0.00071673],[0.98703687],0
[67.18763938],[5.25078311],[0.0258474],[0.00067296],[0.98494701],0
[55.86583016],[4.83861598],[0.02673718],[0.00071958],[0.98784705],0
[63.6377007],[5.0350825],[0.0310719],[0.00097088],[0.98547377],0
[60.20911722],[4.84305516],[0.03129677],[0.00098457],[0.98811],0
[88.1104376],[5.62879206],[0.0265516],[0.00070982],[0.98696043],0
[57.17212809],[4.83321579],[0.02604661],[0.00068342],[0.9879123],0
[67.68981023],[5.08913826],[0.02574865],[0.00066824],[0.98932936],0
[82.73507068],[5.65696554],[0.02172534],[0.0004755],[0.98596633],0
[83.69802137],[5.5406343],[0.0272165],[0.00074466],[0.98630522],0
[42.77371396],[3.15043785],[0.06661611],[0.00445109],[0.99247135],0
[66.16522101],[5.13082837],[0.02627237],[0.00069467],[0.98597422],0
[84.30892458],[5.76305103],[0.02366553],[0.00056388],[0.98552463],0
[89.15511777],[5.89579281],[0.02643384],[0.00070364],[0.98266773],0
[88.76946901],[5.62783796],[0.02576917],[0.00066906],[0.98391384],0
[35.31653994],[3.05625543],[0.07075096],[0.00501611],[0.99263351],0
[11.94701266],[2.37077406],[0.03850356],[0.00149467],[0.98977078],0
[23.9674704],[3.09336068],[0.03345568],[0.00112828],[0.98584011],0
[42.69406136],[3.86915164],[0.03345953],[0.00112744],[0.98133329],0
[35.47703404],[3.59730338],[0.03002906],[0.00091178],[0.98627017],0
[42.33985719],[3.96022777],[0.02849511],[0.0008185],[0.9837809],0
[40.91240157],[3.91666457],[0.02796619],[0.00078817],[0.98435934],0
[48.30942736],[4.12921334],[0.03020012],[0.00091837],[0.97950719],0
[40.72451892],[3.79443447],[0.03305403],[0.00110077],[0.97879801],0
[39.54980233],[3.73638274],[0.03316075],[0.00110775],[0.9788713],0
[48.89295957],[3.44573548],[0.0772401],[0.00597921],[0.99161141],0
[41.15948733],[3.84339447],[0.03190318],[0.00102524],[0.97836438],0
[38.29002193],[3.70717063],[0.03357548],[0.00113551],[0.97901126],0
[43.40295636],[3.93757617],[0.03062365],[0.00094571],[0.97799482],0
[47.17508605],[4.04403619],[0.03038773],[0.00093003],[0.97625721],0
[51.50230817],[4.29755034],[0.03761392],[0.00142583],[0.97136934],0
[46.49463481],[4.00970423],[0.03929634],[0.00155463],[0.97497691],0
[45.40521683],[4.02963654],[0.03913337],[0.00154054],[0.97546438],0
[41.15126674],[3.92092587],[0.03695514],[0.00137732],[0.9780059],0
[34.614998],[3.46743141],[0.04199467],[0.00177447],[0.97692125],0
[51.42685003],[3.40027304],[0.09833753],[0.00968106],[0.99137935],0
[56.58697528],[4.6967666],[0.02558572],[0.00065875],[0.99176572],0
[84.15151958],[5.50834095],[0.0228526],[0.00052638],[0.98795033],0
[70.67998115],[5.17521223],[0.02196222],[0.00048719],[0.98552367],0
[64.36151413],[5.14546404],[0.02198484],[0.00048769],[0.98933875],0
[70.21642173],[5.27512785],[0.02241237],[0.00050617],[0.98806721],0
[92.80818264],[5.81263865],[0.02048331],[0.00042334],[0.98424398],0
[91.60501659],[5.80261825],[0.02040552],[0.00041997],[0.98609463],0
[70.28847665],[5.27034863],[0.02046414],[0.00042216],[0.98821598],0
[58.32622092],[4.98256489],[0.02032593],[0.00041612],[0.98853176],0
[100.00887692],[5.96373695],[0.02014905],[0.00040963],[0.98288821],0
[29.29211576],[2.7246342],[0.08096649],[0.00656993],[0.99478944],0
[67.65424323],[5.19424058],[0.02067889],[0.00043235],[0.98676584],0
[70.09423232],[5.29491509],[0.02459915],[0.00060957],[0.98850525],0
[54.14771917],[4.75463257],[0.02469555],[0.000615],[0.99007246],0
[57.73645709],[4.75440201],[0.02518828],[0.00063885],[0.99015019],0
[66.44896046],[5.12298512],[0.02296132],[0.00053139],[0.9886864],0
[75.0118815],[5.3266399],[0.0220817],[0.00049147],[0.98746576],0
[67.21912866],[4.98221723],[0.02347595],[0.00055601],[0.99023867],0
[64.59107176],[4.98956715],[0.02111074],[0.00044934],[0.98894091],0
[72.58076618],[5.41730237],[0.02185037],[0.00048095],[0.9856193],0
[64.88618969],[5.22497629],[0.0199151],[0.00040027],[0.98907827],0
[53.08633408],[3.5348408],[0.08657926],[0.00750807],[0.99069472],0
[103.26400767],[5.87032965],[0.02131514],[0.00045824],[0.98493127],0
[74.47072625],[5.62781544],[0.01959327],[0.00038732],[0.9854993],0
[68.61910478],[5.4116342],[0.02107692],[0.00044784],[0.98399728],0
[74.64016932],[5.71433697],[0.0186922],[0.00035276],[0.98583318],0
[69.95147558],[5.4709148],[0.01931297],[0.00037635],[0.98495301],0
[70.45066413],[5.26414426],[0.02174538],[0.00047704],[0.98740483],0
[62.42592608],[5.21576213],[0.01973141],[0.00039291],[0.98639819],0
[51.27061577],[4.75258681],[0.02205282],[0.00049171],[0.98874245],0
[68.37963911],[5.20379223],[0.02045047],[0.00042208],[0.98829457],0
[61.84189121],[4.97244627],[0.02165794],[0.00047314],[0.98852434],0
[48.10658681],[3.33436364],[0.09172658],[0.00842528],[0.99107877],0
[63.86073755],[5.1718796],[0.02027519],[0.000415],[0.98964583],0
[57.21161308],[4.96860505],[0.02056127],[0.00042937],[0.98981133],0
[77.34801263],[5.57352016],[0.01990442],[0.00039967],[0.98687498],0
[86.53702618],[5.84610092],[0.01973613],[0.00039265],[0.98234475],0
[101.25203087],[6.40119663],[0.01908835],[0.00036736],[0.98091964],0
[86.02292116],[5.94880001],[0.01877544],[0.00035517],[0.98222285],0
[77.45434175],[5.79633468],[0.01876888],[0.00035555],[0.98565596],0
[89.28334178],[6.02930475],[0.01929747],[0.00037612],[0.98467674],0
[80.7182632],[5.70865682],[0.02069507],[0.00043242],[0.98311678],0
[65.8487094],[5.05891647],[0.02535899],[0.00064916],[0.98657537],0
[69.51083949],[5.02149988],[0.0237847],[0.00057109],[0.9785028],0
[150.39307074],[6.70222273],[0.0215048],[0.00046591],[0.95094646],0
[44.35430964],[4.06355182],[0.05247666],[0.00276395],[0.9934012],0
[54.26962716],[4.5624317],[0.04871364],[0.00237927],[0.99148828],0
[41.0578483],[4.19590901],[0.02745502],[0.00076022],[0.99192018],0
[64.81951788],[4.77178457],[0.04269424],[0.00182842],[0.98976393],0
[60.40864621],[4.57692762],[0.03693426],[0.00136847],[0.98919892],0
[68.06623187],[4.85968016],[0.04216409],[0.00178467],[0.98882423],0
[54.61371791],[4.57457259],[0.0298231],[0.00089569],[0.98764694],0
[61.30086747],[4.49561809],[0.04214507],[0.00178106],[0.98974262],0
[52.54054735],[4.31925026],[0.03929565],[0.00154858],[0.99081878],0
[38.12710764],[3.86753734],[0.03019542],[0.00092122],[0.99129374],0
[139.80521196],[6.52014919],[0.02233395],[0.00050232],[0.95247506],0
[79.19367761],[5.55883],[0.01986982],[0.00039826],[0.97837909],0
[44.75772132],[4.25521515],[0.0283975],[0.00081205],[0.98918179],0
[49.10206964],[4.10415682],[0.04288747],[0.00184303],[0.99149478],0
[46.92628512],[4.27888225],[0.03631165],[0.00132197],[0.99218766],0
[36.02553557],[3.75465752],[0.03807874],[0.00145492],[0.99249992],0
[52.25880704],[4.37292627],[0.03097414],[0.0009642],[0.99073205],0
[76.08477294],[4.96494026],[0.02801463],[0.00078973],[0.98754983],0
[65.07544398],[4.67577737],[0.03819569],[0.00146242],[0.98926815],0
[58.61038589],[4.59626391],[0.03190512],[0.00102129],[0.99048739],0
[57.28800208],[4.48403848],[0.03655332],[0.00134019],[0.99037022],0
[61.09962899],[4.60989147],[0.03428745],[0.00117947],[0.98903423],0
[201.36679104],[7.42392004],[0.02235954],[0.00050323],[0.94373531],0
[62.44229593],[4.52257761],[0.02876393],[0.00083421],[0.97005405],0
[61.44223647],[4.79537416],[0.03008176],[0.00090923],[0.9893687],0
[71.63080537],[4.85962094],[0.03211507],[0.00103637],[0.98605528],0
[61.91999853],[4.63348288],[0.02571126],[0.00066613],[0.98975252],0
[68.81751983],[4.78137642],[0.02618323],[0.00069044],[0.98842778],0
[42.59056753],[4.06842016],[0.02980583],[0.00089478],[0.99178845],0
[58.0472579],[4.54917675],[0.02459716],[0.00060986],[0.98978016],0
[53.16694115],[4.32464016],[0.02712053],[0.00074027],[0.99081229],0
[59.44261731],[4.47734368],[0.02750592],[0.00076227],[0.98958028],0
[72.90966788],[4.89048877],[0.02518046],[0.00063966],[0.98681208],0
[57.04105062],[4.59194643],[0.02933203],[0.00087123],[0.98337904],0
[131.80424091],[6.55413846],[0.02156985],[0.0004686],[0.95851895],0
[49.10273517],[4.10517764],[0.03266552],[0.00107317],[0.98044781],0
[79.31095714],[5.04928344],[0.03022175],[0.00091847],[0.98590251],0
[85.7754186],[5.17859911],[0.03161224],[0.0010046],[0.98505628],0
[64.9624278],[4.57537411],[0.02832429],[0.00080883],[0.98020374],0
[62.20605983],[4.36162105],[0.05256311],[0.00277976],[0.97580778],0
[39.67245117],[3.75206029],[0.047249],[0.00224158],[0.98069035],0
[66.17420666],[4.61962597],[0.02604625],[0.0006857],[0.98556433],0
[49.33711538],[3.92849702],[0.02951524],[0.00087687],[0.98824533],0
[42.62466832],[3.58652808],[0.03464468],[0.00120689],[0.989383],0
[40.10671541],[3.76225241],[0.02914207],[0.00085401],[0.98985073],0
[41.20860111],[3.43858064],[0.03582285],[0.0012889],[0.99088955],0
[149.77942754],[6.780971],[0.02149061],[0.00046503],[0.9520118],0
[58.2764554],[4.28836912],[0.03119968],[0.00097968],[0.98590626],0
[67.00406052],[4.6972471],[0.04399373],[0.00194674],[0.97255045],0
[64.14279234],[4.45556601],[0.06299692],[0.00398564],[0.97343181],0
[43.93563285],[3.7750954],[0.07734542],[0.00600479],[0.97931595],0
[60.62127636],[4.18946632],[0.09423897],[0.00890077],[0.97551676],0
[45.02145786],[3.74659799],[0.10256236],[0.01054461],[0.98255603],0
[65.28028863],[4.8804014],[0.029599],[0.00088127],[0.98015428],0
[67.23357663],[4.8538559],[0.03734957],[0.00140466],[0.97917836],0
[55.13934407],[4.2891865],[0.05814372],[0.00339301],[0.9807505],0
[55.79939533],[4.41923842],[0.04480337],[0.00201407],[0.98220007],0
[54.67998721],[4.21603713],[0.08498255],[0.00723832],[0.98363037],0
[118.11740377],[6.2002805],[0.02284268],[0.00052601],[0.96008023],0
[57.23026446],[4.49852156],[0.02509031],[0.00063522],[0.9811057],0
[49.97927392],[3.66255016],[0.06751345],[0.00458054],[0.96934743],0
[62.21953251],[4.58879241],[0.05703314],[0.00326032],[0.98011777],0
[1.46574929],[0.80291711],[0.09456127],[0.00898172],[0.99370552],0
[54.0021338],[4.27793166],[0.04626268],[0.00215213],[0.97426877],0
[41.80138115],[3.60067197],[0.06945839],[0.00485173],[0.98376062],0
[52.16985648],[4.31830803],[0.03349244],[0.00113023],[0.98335515],0
[50.6934755],[4.40193373],[0.03991878],[0.00160242],[0.98456773],0
[58.34467467],[4.368606],[0.06678308],[0.00447699],[0.98154966],0
[76.9990212],[5.03585315],[0.03167762],[0.00100869],[0.97559458],0
[51.11218886],[4.11538356],[0.04189507],[0.00176439],[0.97847467],0
[42.24256507],[3.87256795],[0.05611939],[0.00316457],[0.98284845],0
[86.78596794],[5.28634188],[0.024878],[0.00062339],[0.96696049],0
[51.91191671],[4.46180744],[0.02436839],[0.00059891],[0.98384109],0
[44.33157291],[3.74624257],[0.06411926],[0.00413231],[0.98084238],0
[44.13972951],[3.71095191],[0.0884977],[0.00786627],[0.98185927],0
[50.80700318],[4.34615117],[0.053501],[0.00287428],[0.98289909],0
[55.9133868],[4.54478177],[0.03774685],[0.00143054],[0.9824167],0
[56.953346],[4.3672363],[0.06362335],[0.00406645],[0.98241726],0
[61.09536019],[4.48811886],[0.04509916],[0.00204258],[0.98119181],0
[61.53381707],[4.6438639],[0.05529948],[0.0030727],[0.98277048],0
[53.46906073],[4.26849832],[0.0539664],[0.00292738],[0.97861411],0
[68.82701069],[4.75355096],[0.04850255],[0.00236401],[0.97578069],0
[73.61332279],[4.30968396],[0.02983808],[0.00089864],[0.98736627],0
[55.89748461],[4.58576591],[0.02473996],[0.00061677],[0.9793142],0
[156.58512835],[6.91518843],[0.02177447],[0.0004778],[0.95405678],0
[74.72549457],[4.35948072],[0.02859317],[0.00082523],[0.98714868],0
[75.07052429],[4.47947324],[0.02637956],[0.00070186],[0.98760874],0
[105.00402093],[4.59918869],[0.03696723],[0.00137216],[0.98277223],0
[83.67012325],[4.64681048],[0.03565382],[0.00127952],[0.98679785],0
[76.83912966],[4.41279307],[0.03298107],[0.00109627],[0.98923131],0
[78.11358568],[4.54155704],[0.03237749],[0.00105502],[0.98622997],0
[67.79316165],[4.2902818],[0.0327953],[0.00108202],[0.98978401],0
[146.62584063],[5.69214492],[0.02626195],[0.00069455],[0.98070034],0
[100.05176514],[5.07646347],[0.0261812],[0.00069053],[0.97486226],0
[110.04748665],[4.9651919],[0.02928395],[0.00086391],[0.97586646],0
[156.77696836],[6.9317616],[0.02164903],[0.00047204],[0.94998863],0
[56.18322575],[3.49779452],[0.03940567],[0.00155963],[0.98819013],0
[74.98668777],[4.28307622],[0.0281608],[0.00080057],[0.98791509],0
[90.79656585],[5.20248405],[0.02618004],[0.0006909],[0.97833106],0
[70.79864455],[4.6069467],[0.02669704],[0.00071885],[0.98767129],0
[81.18089251],[4.918112],[0.02602136],[0.00068219],[0.98428884],0
[56.21366817],[4.15508362],[0.02744899],[0.00075951],[0.98373268],0
[105.90857246],[5.11825373],[0.02720194],[0.00074463],[0.97311915],0
[69.74526547],[4.47224235],[0.04703901],[0.00221766],[0.98870904],0
[84.04730791],[4.93242289],[0.02607391],[0.00068408],[0.98676611],0
[97.68996693],[5.13272313],[0.02368721],[0.00056559],[0.9787447],0
[66.75356041],[4.04537489],[0.0301916],[0.00092391],[0.99026097],0
[131.38212323],[6.38331892],[0.02253677],[0.00051142],[0.9576572],0
[122.19676962],[5.96657963],[0.0234917],[0.00055583],[0.95449713],0
[84.58204179],[4.67654475],[0.02760823],[0.00076737],[0.98336047],0
[95.30699591],[5.20982138],[0.02438454],[0.00059973],[0.98033535],0
[84.82214429],[4.77451003],[0.02592465],[0.00067828],[0.98506391],0
[106.49495171],[5.07656761],[0.02901383],[0.00084751],[0.97582303],0
[104.8886812],[5.24647059],[0.02505314],[0.00063217],[0.98108955],0
[72.62100753],[4.41637612],[0.02707995],[0.00074014],[0.98881403],0
[75.93171679],[4.70879559],[0.02503423],[0.00063218],[0.98721115],0
[101.77011226],[5.21957295],[0.02309618],[0.00053766],[0.97735637],0
[80.74174866],[4.57138539],[0.02602689],[0.00068366],[0.98731074],0
[109.6642657],[5.35943555],[0.0246816],[0.00061396],[0.97650695],0
[91.89312135],[5.44693722],[0.02498541],[0.00062949],[0.96642353],0
[173.50079607],[6.24491139],[0.02849002],[0.00082248],[0.93616386],0
[94.38052685],[4.73800213],[0.02774539],[0.00077718],[0.98374659],0
[126.81160705],[5.08770596],[0.03066007],[0.00094589],[0.9752418],0
[67.6491901],[4.41905751],[0.02544461],[0.00065351],[0.99028403],0
[62.30618277],[4.2284024],[0.0247357],[0.00061782],[0.99087183],0
[88.55633934],[4.86807912],[0.02452268],[0.00060617],[0.98283985],0
[82.59997968],[4.54280225],[0.02647639],[0.00070619],[0.9844741],0
[77.0921604],[4.42393663],[0.02832508],[0.00080803],[0.98589541],0
[109.72743728],[5.47537651],[0.02840434],[0.00081141],[0.97487007],0
[95.641152],[4.69799425],[0.02802291],[0.0007913],[0.9814384],0
[91.82439046],[4.68552132],[0.02717414],[0.000745],[0.98221648],0
[90.84003423],[5.82356666],[0.02234197],[0.00050321],[0.96711351],0
[103.84849979],[5.2631341],[0.02783967],[0.00078305],[0.9621315],0
[68.23379036],[5.04042239],[0.03156095],[0.00100335],[0.98792308],0
[7.94908688],[1.74891367],[0.05058754],[0.00257798],[0.99311992],0
[87.64671288],[4.63170376],[0.03090195],[0.00096326],[0.98224227],0
[92.93997795],[4.69273187],[0.02817826],[0.0008031],[0.98251583],0
[86.23962612],[4.46600577],[0.02863304],[0.00082785],[0.98251849],0
[104.75005643],[5.30441116],[0.02442454],[0.00060124],[0.9786721],0
[102.03953319],[5.01779319],[0.0252125],[0.00064034],[0.98189408],0
[95.49160661],[4.97158275],[0.02532644],[0.00064693],[0.98393609],0
[84.02105946],[4.63160519],[0.02573805],[0.00066772],[0.98702468],0
[99.27104614],[5.09877661],[0.0249279],[0.00062611],[0.97750771],0
[93.19040916],[4.84501689],[0.02532449],[0.00064637],[0.98536493],0
[82.96667554],[4.58595651],[0.02672252],[0.00071947],[0.98617487],0
[117.22655196],[6.18581643],[0.0260623],[0.00068363],[0.95262692],0
[157.76724984],[6.04547249],[0.02761638],[0.00076974],[0.95489937],0
[74.15208909],[4.39266313],[0.02727008],[0.00074932],[0.98774741],0
[67.31937996],[4.01322625],[0.0382826],[0.00147494],[0.99157053],0
[102.45436864],[5.11282569],[0.02612114],[0.00068744],[0.98018409],0
[81.67900768],[4.54191669],[0.02988422],[0.00089853],[0.98763086],0
[33.78898161],[3.45373846],[0.02790368],[0.00078514],[0.99296105],0
[33.64328204],[2.70460259],[0.04725876],[0.00224957],[0.98371237],0
[88.41150415],[5.74309365],[0.02260746],[0.00051582],[0.9681338],0
[29.37125771],[3.46702925],[0.02958811],[0.0008833],[0.98905757],0
[21.35638882],[2.64679619],[0.04638626],[0.00216468],[0.98667944],0
[53.23543893],[3.7412265],[0.03296156],[0.00109365],[0.984429],0
[40.21225924],[3.47172613],[0.03430248],[0.00118538],[0.98503538],0
[55.21421212],[3.72834839],[0.03947145],[0.0015686],[0.98121566],0
[83.80189531],[4.60888142],[0.03508381],[0.00123699],[0.98485236],0
[49.83473044],[3.61498989],[0.0419546],[0.00176714],[0.98186935],0
[55.49540097],[3.85897382],[0.03770951],[0.00142918],[0.9800856],0
[81.17334992],[4.58437103],[0.03345989],[0.00112555],[0.98511373],0
[45.13665324],[3.56683674],[0.04006086],[0.00161249],[0.98373727],0
[102.61481127],[5.96498725],[0.02220575],[0.00049759],[0.96108649],0
[63.40759802],[4.36514634],[0.02728929],[0.00075051],[0.98146888],0
[44.55755779],[3.52018843],[0.03802213],[0.00145312],[0.9771084],0
[49.21014845],[3.56805628],[0.0383313],[0.00147793],[0.97741562],0
[40.57840945],[3.37830744],[0.04143085],[0.00172614],[0.97959771],0
[47.93691306],[3.6945662],[0.03533159],[0.00125708],[0.98358113],0
[60.16954067],[4.05272832],[0.03626667],[0.00132572],[0.97380643],0
[94.6945335],[5.03823385],[0.03322481],[0.0011103],[0.97824672],0
[51.58676929],[3.92451545],[0.0336787],[0.00114295],[0.97932563],0
[38.39105513],[3.36931076],[0.0378678],[0.0014448],[0.98112979],0
[21.87971019],[2.88527422],[0.03845675],[0.00149039],[0.99555318],0
[141.10488338],[6.93667462],[0.01977963],[0.00039446],[0.97680076],0
[100.88881537],[5.58330007],[0.02433983],[0.00059748],[0.96208712],0
[147.57824367],[7.13210192],[0.02091996],[0.00044114],[0.94764234],0
[82.00678853],[5.05758794],[0.02694372],[0.00073148],[0.98396855],0
[74.89118639],[4.8610926],[0.02492862],[0.00062642],[0.98579181],0
[102.97789635],[5.94506365],[0.0207459],[0.00043367],[0.97962413],0
[119.5102827],[6.49118109],[0.02002212],[0.00040401],[0.97982172],0
[115.74005782],[6.20229853],[0.02096417],[0.00044352],[0.97946542],0
[94.7920597],[5.73224677],[0.02268482],[0.00051872],[0.98326222],0
[79.50495771],[5.23268053],[0.02311053],[0.00053802],[0.98568145],0
[63.17994265],[4.66888507],[0.02573372],[0.00066715],[0.98879026],0
[84.44741166],[5.30868203],[0.02427345],[0.00059276],[0.98350509],0
[89.3319477],[5.62816927],[0.02309308],[0.0005377],[0.9855908],0
[68.58284004],[4.59369054],[0.02772575],[0.00077469],[0.96531479],0
[145.62842006],[7.07555575],[0.02159743],[0.00047042],[0.9429606],0
[84.15356668],[5.43183074],[0.02146656],[0.00046452],[0.98429727],0
[86.63459985],[5.52472594],[0.02137814],[0.00046107],[0.98449378],0
[83.75290044],[5.25284208],[0.02304537],[0.00053477],[0.98482186],0
[80.18396829],[5.24609847],[0.02223104],[0.00049786],[0.98410808],0
[93.5199684],[5.68961043],[0.02008263],[0.00040648],[0.98051731],0
[103.16765112],[5.8894292],[0.02229256],[0.00050051],[0.98145078],0
[105.89289709],[6.09546166],[0.02193458],[0.00048513],[0.98221126],0
[112.34102769],[6.31362242],[0.02105273],[0.00044748],[0.98055062],0
[91.81954392],[5.65975773],[0.02260642],[0.00051575],[0.98362312],0
[99.74769776],[5.85365307],[0.02288834],[0.00052866],[0.98202177],0
[100.37395532],[6.04155159],[0.02289287],[0.00052857],[0.95462417],0
[84.99584054],[4.43270092],[0.03299724],[0.00109692],[0.96187885],0
[107.07978435],[6.15672772],[0.01975356],[0.0003937],[0.98105962],0
[108.80449871],[6.18222527],[0.02077132],[0.00043586],[0.98066928],0
[104.27931153],[5.79052725],[0.02240632],[0.00050615],[0.98096157],0
[112.19834372],[6.29148608],[0.02096896],[0.00044322],[0.97873646],0
[85.70435071],[5.36109526],[0.02409811],[0.00058568],[0.98352289],0
[77.35622462],[5.24728168],[0.02235843],[0.00050402],[0.98445454],0
[84.98749838],[5.29139925],[0.02331587],[0.00054811],[0.98276414],0
[114.60100305],[6.04626299],[0.02120044],[0.00045338],[0.97885255],0
[55.00103935],[4.51400949],[0.02395022],[0.00057825],[0.98718186],0
[123.82388017],[6.70102668],[0.02054755],[0.00042738],[0.96535548],0
[35.28151907],[3.6779515],[0.02908194],[0.00085136],[0.99310649],0
[37.08779775],[3.96925181],[0.03067119],[0.00094621],[0.99166709],0
[79.0279118],[5.55056655],[0.02011654],[0.00040861],[0.98531064],0
[44.66545678],[4.18492893],[0.03099723],[0.00096978],[0.99093993],0
[82.11070389],[5.50641943],[0.02100348],[0.00044484],[0.98238502],0
[44.5043899],[4.21602248],[0.03545914],[0.00126343],[0.99067766],0
[82.36723073],[5.71833453],[0.02132889],[0.0004583],[0.98689392],0
[103.82717587],[6.04603025],[0.01807129],[0.00032934],[0.98055599],0
[58.394752],[4.82165483],[0.02710839],[0.00073788],[0.99239808],0
[78.65657429],[5.01355405],[0.0327332],[0.00107941],[0.96974585],0
[117.6266384],[5.25784108],[0.02749894],[0.00076277],[0.97071057],0
[83.31880718],[5.59127835],[0.01865911],[0.00035079],[0.98401581],0
[62.57942821],[4.78270628],[0.0225252],[0.00051075],[0.98937743],0
[46.33783371],[4.27662167],[0.02419353],[0.00058948],[0.99045462],0
[89.32221755],[5.54157447],[0.01964394],[0.00038846],[0.98411601],0
[60.94615422],[4.74503769],[0.02761966],[0.00076755],[0.99250988],0
[55.68436318],[4.50762892],[0.02755021],[0.0007629],[0.99243772],0
[83.34459935],[5.61260022],[0.02172253],[0.00047529],[0.98685437],0
[68.97959094],[4.89446017],[0.02327458],[0.00054558],[0.98603753],0
[69.84934309],[4.99827974],[0.02325419],[0.00054398],[0.98825782],0
[66.59800197],[4.89606273],[0.02376793],[0.00057073],[0.98976506],0
[105.27905227],[5.25678478],[0.03034065],[0.00092998],[0.94829637],0
[74.6012106],[4.35269788],[0.03747408],[0.0014188],[0.96192469],0
[57.40126977],[4.64967205],[0.02896611],[0.00084603],[0.98872585],0
[103.13448154],[5.95102414],[0.02151513],[0.00046675],[0.98211841],0
[83.90267337],[5.56289888],[0.02068817],[0.00043149],[0.97949565],0
[62.87758269],[4.89855763],[0.02330138],[0.00054671],[0.98750405],0
[78.33502276],[5.60482647],[0.01940795],[0.00037981],[0.98775195],0
[68.83786011],[5.09358107],[0.02165458],[0.00047266],[0.98667087],0
[29.16262754],[3.37454323],[0.03079308],[0.00095941],[0.98448002],0
[79.54597442],[4.03976327],[0.04322789],[0.00187268],[0.98555027],0
[58.80442243],[4.06845964],[0.03372464],[0.00114801],[0.97069287],0
[90.97358613],[5.74493742],[0.02377472],[0.00057017],[0.96067292],0
[15.79508959],[2.42443759],[0.03562938],[0.00128118],[0.99062211],0
[51.79680876],[4.22533691],[0.03357873],[0.00113509],[0.96878857],0
[85.77749705],[4.5347501],[0.03274604],[0.00107824],[0.97940525],0
[139.2062669],[5.67706315],[0.02999543],[0.00090653],[0.96898603],0
[86.71232596],[4.66582587],[0.02915882],[0.00085544],[0.97879554],0
[143.24488911],[5.98936674],[0.02621467],[0.00069298],[0.96330367],0
[73.59571802],[4.369559],[0.02878975],[0.00083506],[0.97481621],0
[140.24015433],[5.88879212],[0.02505872],[0.00063322],[0.96013774],0
[155.69865978],[6.12200413],[0.02490541],[0.00062568],[0.95746911],0
[107.31545748],[5.03356277],[0.03046199],[0.00093308],[0.97917243],0
[88.62013517],[4.76593548],[0.02778776],[0.00077908],[0.95623492],0
[153.37537515],[5.91510875],[0.03024222],[0.00092166],[0.95772874],0
[67.4887402],[4.11398868],[0.03730511],[0.00140067],[0.9696328],0
[73.77781214],[5.02447164],[0.02832597],[0.00080941],[0.96587545],0
[38.02776504],[3.94876767],[0.03047278],[0.00093485],[0.9921571],0
[150.72754857],[5.79981674],[0.02958366],[0.00088247],[0.95308959],0
[163.08096853],[6.1945065],[0.02683544],[0.00072583],[0.95316388],0
