Contrast,Dissimilarity,Energy,ASM,Correlation,Deepfake
[1387.88083816],[25.52226358],[0.01334944],[0.00017825],[0.49932184],0
[1359.77371816],[25.47877963],[0.01327084],[0.00017614],[0.49963913],0
[1530.38888217],[25.86736679],[0.01411255],[0.00019929],[0.44629739],0
[1150.47277359],[23.7131113],[0.01370237],[0.00018777],[0.51503969],0
[1036.6004375],[21.6658768],[0.01502264],[0.00022599],[0.68341364],0
[1338.24989471],[25.5873564],[0.0134088],[0.00018027],[0.43232411],0
[1581.65498822],[26.22058065],[0.01455536],[0.00021359],[0.48415339],0
[1551.62356147],[25.71686827],[0.01641962],[0.00027997],[0.56435938],0
[1642.73049626],[25.84490387],[0.01892762],[0.00037374],[0.62766353],0
[1811.04108354],[25.31031299],[0.03427214],[0.00122512],[0.6275171],0
[1723.72674302],[25.65151491],[0.03048823],[0.00096819],[0.64523088],0
[1858.30857112],[25.82404011],[0.04197077],[0.00179874],[0.69358442],0
[1614.19221772],[25.04000766],[0.02269507],[0.0005417],[0.64921544],0
[1713.55702324],[25.33174614],[0.03101747],[0.00098447],[0.68355634],0
[3291.19624274],[35.08493532],[0.01834699],[0.00034639],[0.37214328],0
[2138.12396897],[27.19006],[0.03463976],[0.00127362],[0.62352722],0
[686.17311017],[17.46815238],[0.01689847],[0.00028562],[0.65385817],0
[2549.58493694],[32.1073273],[0.01436812],[0.00020932],[0.40644689],0
[2370.73935293],[30.60892161],[0.01267089],[0.00016078],[0.40849474],0
[2116.4957535],[28.44298362],[0.02010407],[0.00043216],[0.55937236],0
[1995.24840864],[28.56000827],[0.01560842],[0.00025068],[0.4513643],0
[1485.48424149],[26.42667553],[0.01372053],[0.00018832],[0.60339701],0
[1445.6588603],[26.0508772],[0.0129331],[0.00016733],[0.52052558],0
[2752.63287533],[32.36968065],[0.01384936],[0.00019198],[0.4652659],0
[2243.08541684],[29.22049293],[0.01341415],[0.00017997],[0.4651672],0
[2157.94227729],[28.46103519],[0.01518124],[0.00023155],[0.49485389],0
[1887.54672233],[28.72945185],[0.01485844],[0.000223],[0.43835917],0
[1175.58717991],[23.23382702],[0.01525865],[0.00023284],[0.64914241],0
[958.1033875],[15.7737833],[0.06431861],[0.00414287],[0.88873306],0
[939.00204333],[15.72270497],[0.06318164],[0.00400254],[0.89046329],0
[906.64913619],[15.71027366],[0.06036103],[0.00365085],[0.89420634],0
[771.41613289],[16.55115945],[0.05240612],[0.00276238],[0.9015724],0
[803.30362738],[16.5718546],[0.05165151],[0.00268597],[0.89966279],0
[749.26495802],[16.27871062],[0.0526504],[0.00278883],[0.90624068],0
[1214.35096535],[23.30181476],[0.01924662],[0.00037123],[0.56143571],0
[888.88272094],[17.44487076],[0.03669165],[0.00136206],[0.87924247],0
[837.61702755],[17.21090046],[0.04417734],[0.00198467],[0.89139279],0
[799.63034413],[16.83297714],[0.04410423],[0.00197814],[0.89554249],0
[854.25633939],[17.64597937],[0.04323977],[0.0019031],[0.88512401],0
[832.05582426],[17.12950958],[0.04269803],[0.00185323],[0.88770717],0
[840.12399377],[17.71237085],[0.04252388],[0.00183803],[0.88770651],0
[842.0367203],[17.52168692],[0.04232521],[0.00182111],[0.88871297],0
[832.11668201],[17.36536638],[0.04246118],[0.00183126],[0.8916382],0
[809.19316941],[17.16477105],[0.0429968],[0.00187883],[0.89459569],0
[1235.65991063],[23.75634927],[0.01741731],[0.00030347],[0.53827269],0
[837.77412559],[17.72687046],[0.04805696],[0.0023544],[0.88895667],0
[1007.89292867],[20.26185405],[0.0285097],[0.00085137],[0.82137651],0
[946.09722013],[18.80221961],[0.04718261],[0.00227243],[0.86514061],0
[1009.46876137],[20.2071538],[0.02590207],[0.00070306],[0.82303854],0
[871.49280782],[19.03890253],[0.02793847],[0.00080497],[0.84903391],0
[1056.14903028],[21.36073573],[0.02452321],[0.0006349],[0.82688145],0
[1040.74165627],[20.86610979],[0.02905954],[0.00091629],[0.8383448],0
[733.02705022],[16.5779387],[0.06259947],[0.00399509],[0.90144269],0
[893.50626785],[19.16074401],[0.02581539],[0.00069635],[0.84501014],0
[838.28669434],[17.4750872],[0.06303001],[0.00404608],[0.88939639],0
[1151.26468686],[22.09064378],[0.01740441],[0.00030303],[0.62459238],0
[802.34878636],[17.07744664],[0.06281525],[0.00401993],[0.89535163],0
[769.5226811],[16.64323864],[0.05251696],[0.00277361],[0.89911889],0
[873.5849029],[18.1614166],[0.03455779],[0.00121138],[0.87848529],0
[862.87924007],[17.90416877],[0.03480307],[0.00122621],[0.88312162],0
[939.16966861],[19.06166771],[0.03422905],[0.00118149],[0.87242219],0
[926.98169529],[18.31051758],[0.03557765],[0.00127485],[0.87429743],0
[966.50843367],[19.72122574],[0.02133314],[0.00045876],[0.82023558],0
[438.00010501],[12.69129684],[0.06409185],[0.00418242],[0.90587716],0
[966.59546001],[20.00017671],[0.02395735],[0.00058242],[0.82996742],0
[930.41270679],[19.83446762],[0.02346518],[0.00055968],[0.83547768],0
[718.90816398],[18.9999697],[0.01579936],[0.00024982],[0.70471507],0
[488.81680575],[12.60429469],[0.03986338],[0.00163209],[0.57957579],0
[1203.68425784],[22.51227941],[0.0170654],[0.00029133],[0.67055234],0
[478.09934209],[16.38763078],[0.01540775],[0.00023784],[0.76322097],0
[587.01295822],[17.79863165],[0.01415963],[0.00020072],[0.76295205],0
[914.5828084],[20.11646598],[0.01360809],[0.00018522],[0.63708115],0
[655.36548304],[18.59521881],[0.01455655],[0.00021193],[0.77429973],0
[645.45400989],[18.4777711],[0.01692229],[0.00028657],[0.75918273],0
[1183.80600616],[22.08562337],[0.01807413],[0.00032686],[0.69615319],0
[789.61527288],[19.94623242],[0.01471703],[0.00021663],[0.71530333],0
[873.40693112],[21.52852667],[0.01240331],[0.0001539],[0.76038893],0
[1120.85874027],[23.37721222],[0.01231797],[0.00015182],[0.6702071],0
[1067.99111108],[23.00152143],[0.01211647],[0.00014695],[0.68611099],0
[1034.3428134],[22.70203716],[0.01193818],[0.0001426],[0.68944285],0
[920.14220282],[21.12003929],[0.013668],[0.00018683],[0.63148654],0
[932.77486547],[21.3441448],[0.01347159],[0.0001815],[0.62924845],0
[879.00361608],[20.63762337],[0.01377742],[0.00018983],[0.64508852],0
[1135.32376674],[24.66296374],[0.01121006],[0.00012569],[0.63221053],0
[864.85002045],[20.53474258],[0.01379197],[0.00019023],[0.65396584],0
[1418.61432018],[24.3138513],[0.02884466],[0.00083341],[0.54311113],0
[840.6071436],[20.05660286],[0.01534966],[0.00023582],[0.65938317],0
[838.12591499],[19.9339554],[0.01553587],[0.00024151],[0.64774166],0
[992.51059577],[22.06328255],[0.01294071],[0.00016754],[0.6582338],0
[790.35348779],[19.47488611],[0.01534563],[0.0002356],[0.66388613],0
[808.50742947],[19.72547663],[0.01504386],[0.00022636],[0.66268614],0
[819.11324871],[19.88553199],[0.01518937],[0.00023077],[0.65886228],0
[798.2503545],[19.55606696],[0.01484773],[0.00022051],[0.66713925],0
[805.92584563],[19.7406106],[0.0146357],[0.00021427],[0.67074772],0
[809.58551255],[19.71790814],[0.01459269],[0.00021302],[0.66261782],0
[816.11713689],[19.75888548],[0.0149174],[0.00022258],[0.66066184],0
[1333.41128549],[24.02274662],[0.01671616],[0.00027977],[0.69323102],0
[795.27652242],[19.60601989],[0.01490757],[0.00022228],[0.67005842],0
[950.59358208],[21.5963644],[0.01304266],[0.0001703],[0.67143849],0
[773.33781598],[19.20775124],[0.01542081],[0.00023782],[0.66362939],0
[707.1938993],[19.03674077],[0.01379062],[0.00019027],[0.68905677],0
[1592.11724256],[29.22128843],[0.01035064],[0.00010719],[0.59428583],0
[1397.07479216],[26.61546261],[0.01113604],[0.00012407],[0.65719451],0
[1500.49412826],[28.59708188],[0.01073131],[0.00011519],[0.61470853],0
[1555.75532822],[28.07317117],[0.01239722],[0.00015406],[0.61664636],0
[1255.34250736],[22.86249621],[0.02224336],[0.00049568],[0.61784525],0
[1264.41159948],[25.03528213],[0.01296088],[0.00016817],[0.48978281],0
[1030.26899967],[22.22861146],[0.01755889],[0.00030842],[0.4115605],0
[1425.90893837],[26.96093648],[0.01192206],[0.0001426],[0.65370405],0
[1826.88047655],[29.61694903],[0.0104147],[0.00010856],[0.63217982],0
[1343.71226625],[26.04166107],[0.01156136],[0.00013369],[0.65882434],0
[1556.87383706],[28.5057065],[0.01105989],[0.00012242],[0.55952133],0
[1648.47079814],[29.2289445],[0.01082154],[0.00011719],[0.58878794],0
[1630.71156449],[29.12059325],[0.0110318],[0.00012181],[0.5606877],0
[1747.60209687],[30.20408362],[0.01118358],[0.00012525],[0.5306334],0
[1312.33092705],[26.13289381],[0.01173411],[0.00013788],[0.70875044],0
[1679.48439485],[28.71512149],[0.01155422],[0.00013367],[0.66386088],0
[1389.9432317],[26.66992099],[0.01200555],[0.00014452],[0.72627178],0
[1228.58525364],[22.63304523],[0.02256043],[0.0005101],[0.63330863],0
[1335.29152997],[25.60414235],[0.01241533],[0.00015428],[0.64941917],0
[1306.24995289],[26.04186639],[0.01129641],[0.00012766],[0.67001341],0
[1477.18765574],[28.03170693],[0.01093029],[0.00011949],[0.63284225],0
[1614.3352365],[29.2390338],[0.01078328],[0.00011633],[0.57370414],0
[1480.95699861],[28.66375845],[0.01069179],[0.00011436],[0.5684955],0
[1495.28502228],[27.22698126],[0.01254622],[0.00015771],[0.59778076],0
[1430.91360237],[26.85009884],[0.01165939],[0.00013602],[0.73559922],0
[1848.85133325],[31.0420389],[0.0107017],[0.00011464],[0.47810656],0
[1604.6228721],[29.2344402],[0.01068753],[0.00011426],[0.57377196],0
[1473.21058688],[27.73147148],[0.01128924],[0.00012776],[0.56885632],0
[1237.66099973],[22.43170861],[0.02135299],[0.0004561],[0.6372599],0
[607.6361372],[12.66171674],[0.03811035],[0.00146708],[0.66409346],0
[1579.32769174],[28.38467179],[0.011052],[0.0001223],[0.61795843],0
[1630.97557174],[28.62569728],[0.01107478],[0.00012278],[0.62627898],0
[1278.77234943],[25.32653136],[0.01247774],[0.00015583],[0.66493478],0
[1957.5159593],[31.29564678],[0.01105599],[0.00012232],[0.49376654],0
[1512.85934374],[28.26429965],[0.0111692],[0.00012486],[0.58570991],0
[1303.32596315],[25.77452838],[0.01168385],[0.00013659],[0.64566119],0
[1824.73260536],[29.18884948],[0.01264422],[0.00015991],[0.5984809],0
[1532.98726359],[28.7165997],[0.01088555],[0.00011858],[0.56255807],0
[1749.27478372],[29.94444184],[0.01118273],[0.00012517],[0.52559432],0
[1243.86707619],[24.67764318],[0.01213006],[0.00014736],[0.6334788],0
[1269.36856099],[22.60070337],[0.02196048],[0.00048252],[0.60031909],0
[1795.35994164],[29.28061002],[0.01125935],[0.00012706],[0.6406309],0
[843.9813242],[21.29929812],[0.01814955],[0.00033145],[0.45098318],0
[742.27484187],[20.16908167],[0.0150009],[0.0002255],[0.57348826],0
[913.98892112],[22.49003907],[0.01797878],[0.00032588],[0.43961153],0
[840.68538892],[20.85557706],[0.02175364],[0.00047632],[0.46147733],0
[861.48366433],[20.97728389],[0.02360812],[0.00055992],[0.49744257],0
[891.43345732],[21.83032717],[0.01776847],[0.00031905],[0.47516033],0
[368.38157818],[12.20880096],[0.044453],[0.00204475],[0.7610424],0
[888.75547347],[21.8552731],[0.02104652],[0.00044708],[0.44887208],0
[231.97629616],[10.39106062],[0.03527571],[0.00126446],[0.75624624],0
[865.19752421],[21.59133532],[0.01840569],[0.0003444],[0.49313346],0
[248.01946949],[10.64453585],[0.03355521],[0.0011373],[0.72675156],0
[1066.37281747],[23.02399348],[0.02559908],[0.00067207],[0.44535922],0
[1195.22559983],[21.85135882],[0.01808595],[0.0003273],[0.65731931],0
[870.51762795],[21.71980693],[0.01960182],[0.00038865],[0.46187331],0
[966.34765499],[22.55045295],[0.01675194],[0.00028337],[0.40451449],0
[927.21536698],[22.11159],[0.01668042],[0.00028065],[0.46002696],0
[895.87126285],[21.9167209],[0.01769033],[0.000315],[0.44730055],0
[216.65040311],[9.4270568],[0.04326253],[0.00187818],[0.73885133],0
[755.91663109],[20.32406577],[0.0181008],[0.00032951],[0.4606787],0
[216.61625517],[9.45103812],[0.04302094],[0.00185727],[0.73525892],0
[856.787562],[21.49481306],[0.02040187],[0.00041941],[0.47388912],0
[219.54928414],[9.39909398],[0.04328801],[0.00188092],[0.72844508],0
[897.1963635],[21.8436243],[0.0194815],[0.00038209],[0.49112558],0
[929.17295985],[21.8543544],[0.02011448],[0.00040744],[0.47791939],0
[917.3595158],[21.62803552],[0.02108049],[0.00044713],[0.4857412],0
[780.83638288],[20.20139204],[0.01867116],[0.00034944],[0.50377321],0
[1216.22128012],[21.78644469],[0.02422749],[0.00058725],[0.57726619],0
[943.2410418],[21.79459358],[0.02130819],[0.00045659],[0.48905873],0
[850.71357832],[20.79774409],[0.02558406],[0.00066064],[0.45729048],0
[388.39044189],[12.30396932],[0.04947202],[0.00245114],[0.70277661],0
[785.41758414],[20.16798245],[0.02071483],[0.00043185],[0.4838631],0
[384.05028399],[12.17045478],[0.04944748],[0.00244898],[0.70369114],0
[934.82604921],[22.50093808],[0.01627496],[0.00026808],[0.42081391],0
[983.24653974],[22.60216717],[0.01701093],[0.00029301],[0.44609701],0
[795.66569031],[20.72006167],[0.01677608],[0.00028421],[0.48473006],0
[900.65068536],[21.6900351],[0.01765085],[0.00031416],[0.44237355],0
[895.74409891],[21.76574796],[0.01799169],[0.00032713],[0.4719763],0
[904.35626602],[22.20405809],[0.01702344],[0.00029271],[0.47003917],0
[370.05388951],[11.71089482],[0.04928775],[0.00243188],[0.70977762],0
[879.47637887],[21.57566184],[0.01817494],[0.00033461],[0.47918302],0
[372.4658017],[11.75056141],[0.04887237],[0.00239152],[0.70428988],0
[1245.97489184],[23.04143082],[0.01761191],[0.00031125],[0.66359601],0
[931.21902972],[22.33233746],[0.01773348],[0.00031963],[0.45094979],0
[371.32492764],[11.77446088],[0.04868252],[0.00237282],[0.71004679],0
[934.850915],[22.29358851],[0.01767418],[0.00031619],[0.44347408],0
[968.29735338],[22.82935732],[0.02107608],[0.00045942],[0.42623531],0
[377.291051],[11.73431163],[0.04432256],[0.00197289],[0.70960693],0
[986.40194994],[22.83814797],[0.02118585],[0.00045745],[0.43286662],0
[374.15790574],[11.69946653],[0.04445186],[0.00198419],[0.70791288],0
[842.65355477],[21.00188529],[0.02035533],[0.00041791],[0.53151198],0
[874.9699361],[21.86501159],[0.01765514],[0.00031312],[0.48181374],0
[1034.77209794],[23.36339366],[0.01870015],[0.00035589],[0.51172401],0
[395.40016654],[12.43834792],[0.03883698],[0.00151837],[0.71145745],0
[938.84982453],[21.87597469],[0.01969834],[0.00039355],[0.46490863],0
[379.47736798],[12.1601176],[0.03917039],[0.00154433],[0.71839142],0
[1345.23520757],[25.92410655],[0.01339174],[0.00017939],[0.46210245],0
[1063.24124522],[19.61477511],[0.01694478],[0.00028815],[0.75220165],0
[1024.27273602],[22.78262921],[0.01636123],[0.00026785],[0.44031214],0
[1378.7772411],[27.18992513],[0.01334677],[0.00018063],[0.51094606],0
[1441.82622447],[24.89828004],[0.01695938],[0.00028848],[0.56802827],0
[832.91893538],[20.47098466],[0.01571413],[0.00024711],[0.53812368],0
[908.94277788],[20.9796184],[0.01604827],[0.00025773],[0.42728921],0
[1629.99028606],[24.40056777],[0.01713599],[0.00029441],[0.58692864],0
[1049.95141565],[21.32896867],[0.01715791],[0.00029454],[0.36598388],0
[1817.91569328],[27.02448741],[0.01624164],[0.00026624],[0.60227301],0
[932.07141785],[20.72306735],[0.01702133],[0.00028979],[0.33386389],0
[1641.45618262],[26.0751365],[0.01466019],[0.00021679],[0.59634014],0
[837.39588614],[19.73710494],[0.01678179],[0.00028181],[0.37918904],0
[957.47046926],[22.32063408],[0.01607537],[0.0002587],[0.44967996],0
[1208.03657416],[20.95449009],[0.02040489],[0.00041674],[0.75732632],0
[1035.18001399],[22.96116141],[0.01586242],[0.00025249],[0.47653357],0
[1882.58968258],[27.43609699],[0.01474066],[0.00021766],[0.56824253],0
[961.18215373],[22.67237912],[0.01582179],[0.00025145],[0.50102199],0
[1031.45632227],[19.29066356],[0.02660386],[0.000711],[0.74980577],0
[1028.07661739],[22.62647176],[0.01648601],[0.00027268],[0.43414277],0
[1156.23675903],[20.56606421],[0.02158428],[0.00046996],[0.73505443],0
[988.18905895],[22.22324742],[0.01612075],[0.0002602],[0.42358265],0
[1119.82076669],[20.90562559],[0.01637531],[0.00026902],[0.77957538],0
[1306.18192858],[23.95444261],[0.01599253],[0.00025603],[0.58865006],0
[996.77514623],[22.01400712],[0.01558643],[0.00024316],[0.38378487],0
[1119.58907066],[20.61679976],[0.01754099],[0.00030879],[0.75948162],0
[954.56590836],[21.56022974],[0.01618509],[0.00026211],[0.37153907],0
[798.25635533],[17.37308308],[0.01754591],[0.00030838],[0.82001614],0
[976.16135395],[20.8081691],[0.0184498],[0.00034139],[0.32852081],0
[1024.90489851],[19.25604622],[0.01898752],[0.00036175],[0.78341479],0
[1056.05120693],[21.67818552],[0.01845583],[0.00034087],[0.31227974],0
[826.23480266],[18.52086814],[0.02054354],[0.00042266],[0.32376259],0
[753.25913181],[18.04365736],[0.02034498],[0.00041444],[0.34196766],0
[811.26905242],[17.7977475],[0.02128378],[0.00045487],[0.77030549],0
[633.35197827],[16.34832585],[0.02264952],[0.00051362],[0.37730624],0
[649.69780105],[16.14046642],[0.02415822],[0.00058482],[0.344551],0
[623.47810425],[16.53952014],[0.02721527],[0.00074788],[0.31171673],0
[742.83942225],[16.67485657],[0.02292747],[0.00052879],[0.85464078],0
[518.91682601],[14.40154035],[0.02949265],[0.00087149],[0.36310073],0
[1032.76207248],[19.57191999],[0.0226919],[0.00052421],[0.70599543],0
[1154.1966484],[22.9910383],[0.01760234],[0.0003105],[0.62253055],0
[304.81811805],[11.2096851],[0.03366272],[0.0011351],[0.4794984],0
[965.53237201],[18.50591446],[0.02204187],[0.00049082],[0.6486067],0
[769.67766517],[16.86886504],[0.01812189],[0.00032854],[0.7744945],0
[815.08109938],[16.8782548],[0.0258449],[0.00067349],[0.77868771],0
[742.29843255],[16.41550715],[0.01868934],[0.00034933],[0.7159021],0
[1376.80572522],[22.78341631],[0.02126841],[0.00045247],[0.66407407],0
[915.58528287],[17.84151209],[0.01806842],[0.00032653],[0.82593311],0
[703.45705597],[15.65633126],[0.02137306],[0.00045692],[0.7456658],0
[1060.54214065],[19.03036364],[0.02740359],[0.00075493],[0.71009924],0
[444.4462155],[13.25879287],[0.03044748],[0.00093071],[0.80874747],0
[716.09730852],[15.98412168],[0.02102093],[0.000442],[0.77666725],0
[775.43425802],[17.62742291],[0.0179275],[0.00032154],[0.80156699],0
[931.37971864],[20.25077848],[0.01541005],[0.00023756],[0.71303033],0
[1940.89288915],[28.01820313],[0.01422791],[0.00020247],[0.53014483],0
[1526.56446736],[24.71767986],[0.01630912],[0.00026643],[0.59021694],0
[1046.47060914],[22.40751725],[0.01458284],[0.00021269],[0.52218426],0
[1271.58716299],[24.77944367],[0.01770556],[0.00031375],[0.60178741],0
[1269.12575733],[25.16688875],[0.01296928],[0.00016856],[0.47680521],0
[1179.57924385],[23.24576171],[0.01388793],[0.0001936],[0.69473255],0
[1267.0484006],[22.83077759],[0.01602997],[0.00025711],[0.66994933],0
[1759.38728198],[28.69282789],[0.01348681],[0.00018192],[0.5018047],0
[568.63372402],[13.78893965],[0.02638667],[0.00069783],[0.67531912],0
[1181.63075985],[22.744514],[0.01727297],[0.00029997],[0.67616843],0
[688.34917337],[16.78510453],[0.02321017],[0.00054408],[0.75354385],0
[1067.73591393],[22.91950691],[0.01486851],[0.00022116],[0.53480086],0
[1080.91170076],[23.05882201],[0.01311443],[0.000172],[0.47069122],0
[1367.32203415],[24.78924608],[0.01284029],[0.00016506],[0.64991013],0
[1014.77695792],[23.23450733],[0.0133363],[0.00017799],[0.45825525],0
[1520.96532659],[26.97999479],[0.01193634],[0.00014254],[0.56820014],0
[1851.70828785],[29.33405881],[0.01140599],[0.00013014],[0.49824227],0
[910.14313792],[21.92049929],[0.01372296],[0.00018836],[0.55327971],0
[1162.91873671],[22.6794825],[0.01556526],[0.00024248],[0.62114743],0
[1042.94206196],[23.38465512],[0.01316442],[0.00017348],[0.47963179],0
[1279.04666842],[23.72702676],[0.01584782],[0.00026021],[0.78892518],0
[898.41699522],[21.41585644],[0.01437232],[0.00020677],[0.46363789],0
[1441.1420977],[25.46934202],[0.0118275],[0.00013992],[0.66256133],0
[801.04797182],[18.8330519],[0.01550142],[0.00024042],[0.45761895],0
[956.18593534],[18.12586449],[0.01607108],[0.00025965],[0.8661408],0
[982.72136782],[18.41847956],[0.0188454],[0.00036549],[0.87906122],0
[711.18908224],[17.56508126],[0.01754825],[0.00030808],[0.41626151],0
[654.37423766],[16.03553449],[0.01972269],[0.00038942],[0.29825158],0
[1397.73398325],[21.25063543],[0.01974484],[0.00039081],[0.82028102],0
[626.64075467],[14.42492417],[0.02388007],[0.0005722],[0.3985433],0
[1046.43950822],[19.98856329],[0.01614684],[0.00026169],[0.88025264],0
[327.9565391],[12.85528544],[0.02148947],[0.00046213],[0.52365223],0
[854.28031144],[18.36913683],[0.01783104],[0.00031801],[0.44027097],0
[1080.56272034],[19.33047105],[0.01652591],[0.00027355],[0.87249335],0
[679.58185745],[18.27788005],[0.01675896],[0.00028101],[0.46450438],0
[1315.20040461],[21.45894563],[0.0156096],[0.00024565],[0.82677887],0
[1411.28968133],[25.9929913],[0.01262439],[0.00015959],[0.47469121],0
[1179.37261483],[21.53088591],[0.01394225],[0.00019521],[0.79088782],0
[998.02913544],[22.00330386],[0.01654208],[0.00027379],[0.54981938],0
[1889.19276849],[29.80150176],[0.01176882],[0.00013909],[0.45800292],0
[1351.95941388],[24.08523981],[0.01318742],[0.00017498],[0.75432296],0
[1522.36494015],[25.66662758],[0.01306913],[0.00017236],[0.75900129],0
[1442.85538207],[26.19828349],[0.0117226],[0.00013753],[0.583118],0
[1420.73981792],[24.42913881],[0.01330124],[0.00017838],[0.81549331],0
[1280.76164806],[23.2659097],[0.01501665],[0.00022569],[0.56963109],0
[642.80645801],[17.20828337],[0.01770363],[0.00031348],[0.47561666],0
[1029.03504484],[19.50220455],[0.01630084],[0.00026825],[0.86702726],0
[1023.49757652],[19.59883196],[0.01745512],[0.00030473],[0.44266893],0
[1166.95370202],[22.11776608],[0.01448366],[0.0002105],[0.77338038],0
[760.38016989],[19.20077204],[0.01579672],[0.00024965],[0.49333279],0
[951.66760091],[18.36745355],[0.01787667],[0.00032391],[0.86949536],0
[1058.22349715],[21.1981083],[0.0152548],[0.00023274],[0.41395732],0
[739.83185723],[18.77108981],[0.01465628],[0.00021486],[0.72788398],0
[981.66257272],[21.40490298],[0.01487118],[0.00022125],[0.46318765],0
[1105.22627036],[21.82204399],[0.01314046],[0.00017281],[0.81363203],0
[1701.11171079],[27.79888464],[0.0138128],[0.00019799],[0.45611996],0
[1710.57373367],[27.84383286],[0.01436202],[0.00020884],[0.61288835],0
[1711.9472531],[30.02782162],[0.01029729],[0.00010612],[0.51967686],0
[1617.75682245],[28.74920888],[0.01032171],[0.00010656],[0.59930605],0
[1059.97338452],[22.05120708],[0.01505256],[0.00022686],[0.72119731],0
[1472.61205487],[27.50110602],[0.01060882],[0.00011261],[0.56543664],0
[1460.68446289],[21.66350954],[0.02221709],[0.00049501],[0.77096622],0
[1469.8798425],[20.52776922],[0.02228956],[0.00050104],[0.7789777],0
[1585.76432901],[21.9784054],[0.01936543],[0.00037525],[0.62168629],0
[1199.63892001],[21.62718869],[0.017719],[0.00031407],[0.76931742],0
[566.37645647],[14.59565588],[0.02432682],[0.00059316],[0.48328029],0
[1331.62137628],[21.26268829],[0.01648058],[0.00027172],[0.59854274],0
[623.6617047],[16.16472045],[0.02011128],[0.00040659],[0.50195672],0
[1235.14387957],[21.13281359],[0.01612717],[0.00026022],[0.52225155],0
[563.06263144],[16.0716443],[0.01878271],[0.000353],[0.42674643],0
[1210.86368541],[22.44589167],[0.01375372],[0.00018927],[0.73953868],0
[845.05377921],[19.75759238],[0.01677159],[0.0002821],[0.56200503],0
[1404.71524709],[24.84279526],[0.01365276],[0.00018662],[0.60256195],0
[1317.32064871],[23.67101942],[0.01590158],[0.00025741],[0.76654719],0
[1427.1301171],[24.97615454],[0.0132312],[0.00017661],[0.70436578],0
[1638.61279181],[27.8414641],[0.01214451],[0.00014783],[0.55596029],0
[1017.18991441],[22.07798086],[0.01465621],[0.00021516],[0.67026547],0
[1484.82595252],[24.99049717],[0.01248872],[0.00015612],[0.55067836],0
[1218.78420362],[24.43281259],[0.01346975],[0.00018157],[0.45497723],0
[1050.99577162],[20.85586843],[0.01394959],[0.0001949],[0.76421051],0
[1146.33459656],[22.38066925],[0.01492672],[0.00022322],[0.55798662],0
[966.47192507],[20.77110947],[0.01439901],[0.00020754],[0.6954389],0
[1455.38827969],[25.05849253],[0.01429915],[0.0002052],[0.61219001],0
[1287.59819455],[23.41872903],[0.01297411],[0.0001684],[0.75747039],0
[1627.82211599],[27.00914625],[0.01347294],[0.00018225],[0.60970798],0
[1474.75338574],[26.83137664],[0.0123301],[0.00015207],[0.40243611],0
[1259.91269356],[24.96718504],[0.01154128],[0.0001332],[0.63070433],0
[1343.32244774],[27.63291229],[0.01168837],[0.00013676],[0.41541368],0
[1910.36599418],[30.2700611],[0.01106764],[0.00012269],[0.48734197],0
[1370.44760152],[25.28241566],[0.01146523],[0.00013151],[0.69912579],0
[1735.95040312],[28.33064123],[0.01308349],[0.0001725],[0.48203671],0
[1212.79857587],[22.78785269],[0.01340795],[0.00017988],[0.7348877],0
[1791.76740624],[25.96088162],[0.0176373],[0.00031284],[0.65035384],0
[797.60934339],[19.34524995],[0.01711911],[0.00029339],[0.43199123],0
[1360.96522715],[23.40602408],[0.01395476],[0.00019479],[0.69141211],0
[1326.05983951],[22.44427173],[0.01599329],[0.00025598],[0.66054345],0
[992.05695767],[20.42528853],[0.01593564],[0.00025419],[0.56261498],0
[859.35751189],[19.52106827],[0.0175427],[0.00030783],[0.71704682],0
[1278.20774898],[23.27024885],[0.01318861],[0.00017408],[0.65629818],0
[578.33273442],[17.04034377],[0.01766926],[0.00031249],[0.45360748],0
[1685.4435919],[25.88005728],[0.01556323],[0.00024435],[0.61425554],0
[948.12252136],[18.83875397],[0.0201248],[0.00040707],[0.39623075],0
[1518.81342824],[25.01525886],[0.01365232],[0.00018691],[0.57623508],0
[1391.60066207],[23.17541957],[0.01687417],[0.00028586],[0.63128939],0
[1158.8946257],[21.66679302],[0.01483358],[0.00022035],[0.66404794],0
[1310.85552396],[23.62163548],[0.01678456],[0.00028453],[0.5439525],0
[1204.62946554],[22.78662023],[0.01537463],[0.00023709],[0.48298995],0
[1455.4024805],[24.53899915],[0.01806661],[0.00034411],[0.65238631],0
[1427.28965941],[24.16539056],[0.01462209],[0.00021663],[0.67027351],0
[1403.73368928],[22.87220246],[0.02321966],[0.0005427],[0.74534493],0
[995.31636444],[21.50886235],[0.01451835],[0.00021207],[0.66204934],0
[1235.87684222],[21.11955593],[0.03358474],[0.00114041],[0.82007564],0
[1156.07069303],[24.18369584],[0.01227665],[0.00015077],[0.55099223],0
[1390.46253477],[23.36736432],[0.01824226],[0.00033908],[0.81129055],0
[1296.88633642],[23.06049814],[0.02591543],[0.00067729],[0.76470979],0
[587.60453442],[17.57177857],[0.01586366],[0.00025252],[0.55941223],0
[1031.6256672],[21.16711302],[0.01603706],[0.00025864],[0.76448297],0
[1682.96530418],[27.95829538],[0.01340918],[0.00018454],[0.74361332],0
[996.27811024],[19.71519592],[0.01839216],[0.00033898],[0.81485557],0
[755.29147503],[16.64215704],[0.02747215],[0.0007623],[0.71002812],0
